Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
F,1.7,1.4125,0.4625,51.5110415,22.69377475,11.963489,13.891255,9
I,1.4875,1.175,0.3875,25.27357925,10.19164525,5.811647499999999,8.0796075,12
I,0.8125,0.6,0.2,4.309124,2.05533875,1.3040770000000002,1.2190285,6
I,1.1375,0.9125,0.3,12.74310025,5.0178614999999995,2.9483479999999997,4.252425,7
I,1.3375,1.0125,0.3125,19.8729995,9.8372765,4.12485225,5.386405,8
I,1.3125,1.0,0.3125,18.92329125,8.34892775,3.7704835,5.10291,9
I,1.3,1.0,0.2625,24.720764000000003,12.79979925,4.57844425,5.62737575,10
F,1.675,1.275,0.425,38.838815000000004,17.19397175,8.37727725,11.5382465,13
I,1.0,0.8,0.2375,9.39785925,3.798833,2.56562975,3.01922175,8
F,1.45,1.15,0.375,31.609692499999998,12.1619355,6.123492,7.229122500000001,11
I,1.3125,1.0,0.325,18.01610725,7.9095105,4.847764499999999,5.6699,8
F,1.45,1.1,0.475,32.16250775,13.8062065,7.597666,8.9300925,11
F,1.4875,1.1875,0.425,31.14192575,15.03940975,6.22271525,9.63883,10
F,1.5,1.1875,0.4375,32.16250775,12.85649825,7.654364999999999,9.4970825,10
M,1.425,1.1375,0.4125,30.107169,14.4865945,6.27941425,7.66853975,9
I,0.9,0.675,0.225,6.19436575,2.11203775,1.28990225,1.8427175,7
F,1.8,1.4375,0.5125,60.96559975,17.1514475,11.4248485,19.12173775,27
F,1.5375,1.15,0.4125,33.735116999999995,13.02659525,7.29999625,7.72523875,11
F,1.375,1.1,0.375,26.29416125,7.824462,5.2446575,9.4970825,14
I,0.8375,0.65,0.2375,5.68407475,1.91359125,1.077281,1.2757275,5
I,0.7,0.5375,0.1875,4.77689075,1.8710669999999998,0.94970825,0.850485,7
M,1.175,0.9375,0.3125,14.27397325,4.9611625,3.3735904999999997,5.5281525,13
M,1.4,1.0625,0.4,24.664065,11.18387775,6.22271525,6.3786375,9
I,1.25,1.025,0.375,18.86659225,7.5126175,4.60679375,5.811647499999999,8
I,1.075,0.8,0.275,10.44679075,4.40834725,2.16873675,3.40194,8
F,1.375,1.1125,0.4375,27.78251,10.78698475,5.11708475,8.0229085,18
I,0.7,0.525,0.175,2.84912475,1.1056305,0.850485,0.850485,5
F,1.55,1.25,0.475,33.12639075,12.40290625,6.4920355,11.056305,20
F,1.475,1.1625,0.3625,27.1871705,13.22504175,6.22271525,7.37087,13
M,1.8375,1.4625,0.4625,50.121916,23.11901725,10.90038275,13.5227115,10
F,1.725,1.35,0.4875,52.673370999999996,20.79435825,9.11436425,15.875720000000001,16
M,1.625,1.275,0.3875,34.65726375,14.04717725,7.64019025,8.6465975,10
M,1.6375,1.25,0.3875,37.98833,16.612807,9.22776225,11.481547500000001,10
F,1.5625,1.2125,0.4125,35.19590425,16.4710595,8.164655999999999,10.20582,13
I,0.85,0.7125,0.2125,5.71242425,2.551455,1.34660125,1.5592225,7
M,1.525,1.2,0.375,28.519596999999997,12.48795475,5.17378375,9.4970825,10
M,1.425,1.1625,0.375,26.818627000000003,10.149121000000001,6.2085405,7.654364999999999,14
I,0.9,0.7125,0.2125,5.811647499999999,2.53728025,1.6159215,1.65844575,7
F,1.65,1.4375,0.4625,43.318036,19.561155,7.44174375,12.47378,13
F,1.475,1.175,0.375,28.61882025,11.97766375,6.67630725,7.5126175,13
I,1.3625,1.05,0.325,18.653971,8.391452000000001,3.52951275,4.63514325,8
M,1.6875,1.4125,0.55,49.66775175,23.09066775,9.11436425,12.3320325,11
F,1.6875,1.2625,0.4,43.431434,20.97863,10.13494625,10.81533425,10
M,1.575,1.2375,0.4125,35.62114675,14.13222575,8.37727725,9.4970825,13
M,1.6,1.2875,0.4125,39.7743485,20.97863,7.200773,11.056305,11
F,1.55,1.225,0.3875,33.622507,14.13222575,5.443104,9.922325,10
I,1.125,0.8,0.2,9.695528999999999,3.458639,2.211261,2.778251,7
I,1.3625,1.075,0.3875,22.89222125,10.2908685,4.29494925,6.9456275,8
F,1.5625,1.225,0.4125,35.3518265,15.2803805,7.3425205,9.7805775,12
F,1.6,1.275,0.45,41.23434775,17.0097,10.95708175,10.8578585,12
M,1.075,0.85,0.2625,11.5949455,4.74854125,2.87747425,3.8271824999999997,9
I,1.1625,0.9125,0.275,13.551060999999999,6.0384435,2.42388225,3.0900974999999997,8
M,1.225,0.95,0.325,16.102516,7.059025500000001,4.649318,4.252425,7
M,1.6,1.3125,0.4,35.98969025,15.97494325,8.40562675,11.3398,10
I,1.2375,1.0,0.375,22.5378525,10.19164525,4.5075705,6.9456275,8
M,1.3375,1.0625,0.375,23.85610425,10.58853825,4.6209685,6.7755304999999995,10
M,1.55,1.2,0.4125,34.699788,17.10892325,7.64019025,8.50485,11
I,1.2625,1.0,0.3125,16.40018575,8.6465975,3.81300775,4.9611625,8
I,0.7375,0.55,0.1875,3.67126025,1.4741739999999999,0.8788345,0.907184,6
I,1.25,0.9625,0.3,16.40018575,6.90310325,3.9405805,5.811647499999999,8
F,1.325,1.0875,0.325,21.9708625,8.83086925,5.25883225,5.76912325,10
M,1.7125,1.3625,0.45,47.95317925,20.2131935,10.8578585,12.2186345,11
I,1.4875,1.075,0.375,23.62930825,9.87980075,5.45727875,6.3786375,9
M,1.425,1.15,0.45,29.766975,14.18892475,6.30776375,8.3631025,13
M,1.8625,1.4625,0.5375,70.8454005,26.26581175,13.380964,19.84465,10
I,0.825,0.5625,0.1875,4.09650275,1.6442709999999998,0.907184,1.43164975,5
F,1.5875,1.2375,0.425,36.55668025,16.6411565,8.278054,10.3475675,11
M,0.8625,0.6375,0.2,5.1879585,2.1262125,1.09145575,1.70097,6
I,1.0,0.75,0.275,8.845044,3.798833,2.381358,2.4097075,7
F,1.4625,1.2125,0.4125,34.40211825,13.79203175,7.314171000000001,9.922325,15
F,1.3875,1.1,0.35,21.885814,9.3269855,4.53592,7.35669525,9
F,1.45,1.0125,0.45,25.2027055,11.49572225,5.1312595000000005,6.095142500000001,9
M,1.4125,1.125,0.4125,27.499015000000004,10.149121000000001,6.78970525,6.9456275,11
M,0.7125,0.5,0.125,2.438057,0.850485,0.52446575,0.86465975,6
M,1.3125,1.025,0.3125,21.41804725,8.68912175,4.32329875,6.80388,13
I,1.5875,1.25,0.35,35.096681,17.47746675,6.67630725,9.07184,11
M,1.375,1.075,0.375,22.963095000000003,10.95708175,5.45727875,6.9456275,10
M,1.3875,1.1125,0.325,24.45144375,11.97766375,6.4353365,6.605433500000001,8
F,1.525,1.225,0.425,31.19862475,14.52911875,6.4920355,8.6465975,11
M,1.5625,1.25,0.45,36.570855,16.42853525,8.60407325,9.7805775,10
F,1.4375,1.125,0.375,22.5378525,10.6877615,4.9044635,6.3786375,11
F,1.425,1.0875,0.4,24.87668625,12.71475075,6.293589,6.80388,9
F,1.575,1.2125,0.4,34.501341499999995,16.68368075,7.314171000000001,9.07184,10
F,1.3125,0.9875,0.4375,22.169309,8.0796075,3.98310475,8.0796075,18
I,0.725,0.525,0.175,3.24601775,1.31825175,0.94970825,1.13398,6
F,1.4625,1.175,0.375,26.138239000000002,11.75086775,5.99591925,7.937860000000001,10
F,1.3125,1.0,0.3875,19.17843675,9.87980075,4.06815325,5.2446575,8
I,1.15,0.8625,0.275,11.5949455,5.443104,2.2963095,3.5436875,8
M,1.5625,1.2125,0.4,29.171635499999997,11.43902325,6.81805475,10.20582,10
M,1.6125,1.3125,0.4375,37.9032815,14.92601175,6.917278,13.749507500000002,18
I,0.95,0.725,0.2125,7.29999625,3.2601925,1.70097,2.1262125,7
I,0.6375,0.5,0.15,2.438057,0.97805775,0.52446575,0.7087375,5
I,0.5375,0.4125,0.1375,1.13398,0.56699,0.3118445,0.396893,5
I,1.25,0.925,0.3125,13.25339125,5.4714535,4.025629,4.32329875,9
M,1.475,1.1625,0.3875,31.99241075,10.6877615,9.99319875,9.355335,11
F,1.4,1.1,0.3125,22.80717275,9.48290775,6.02426875,5.9533949999999995,8
M,1.4125,1.1125,0.3875,29.993771000000002,12.94154675,6.30776375,7.7961125,11
M,1.5625,1.1875,0.3625,26.94619975,10.035722999999999,5.6699,7.7394134999999995,9
F,1.6125,1.2375,0.4125,39.7743485,16.3009625,8.15048125,10.489315,13
I,1.25,0.975,0.3375,14.571643,5.556502,2.96252275,4.252425,11
I,1.0125,0.7625,0.225,9.270286500000001,5.499803,1.8994165,2.26796,6
F,1.4375,1.125,0.3625,32.2333815,15.83319575,6.1518415,6.23689,10
M,1.5,1.15,0.4125,29.97959625,14.429895499999999,4.52174525,8.17883075,10
I,1.0125,0.725,0.275,8.9300925,3.75630875,1.6442709999999998,2.31048425,8
F,1.45,1.125,0.375,26.365035,10.914557499999999,6.9739770000000005,7.5126175,13
I,0.45,0.3125,0.125,1.45999925,0.36854349999999997,0.24097075,0.283495,5
I,1.5375,1.225,0.4125,28.02348075,11.72251825,5.57067675,7.72523875,11
I,0.95,0.7,0.225,7.21494775,3.55786225,1.54504775,1.9844650000000001,7
F,1.575,1.2,0.4125,30.09299425,14.259798499999999,6.0100940000000005,8.50485,9
M,1.375,1.1,0.4,24.6357155,11.35397475,4.89028875,8.0796075,16
F,1.675,1.3125,0.4125,35.98969025,15.97494325,8.68912175,9.62465525,10
M,1.6,1.25,0.45,38.526970500000004,19.03668925,8.29222875,11.481547500000001,10
M,1.7,1.325,0.425,43.02036625,19.6462035,8.57572375,11.7650425,13
F,1.5,1.275,0.4625,36.4291075,17.27902025,7.78193775,8.9300925,11
M,1.0625,0.8375,0.3,11.49572225,4.9611625,2.6081540000000003,3.8271824999999997,9
I,1.275,1.0,0.3375,21.8007655,10.36174225,4.49339575,5.10291,8
M,1.4,1.0875,0.375,27.9809565,9.5537815,6.7755304999999995,7.654364999999999,10
M,1.3,1.0,0.325,21.885814,7.10154975,5.68407475,4.819415,11
M,1.5125,1.1875,0.425,31.22697425,14.33067225,6.0100940000000005,9.07184,10
I,0.9875,0.7375,0.2375,7.55514175,3.13261975,1.6726205,2.381358,7
I,1.375,1.0625,0.3625,22.80717275,6.98815175,4.89028875,7.72523875,10
M,1.3,1.0625,0.3,23.88445375,10.21999475,4.706017,7.654364999999999,8
F,1.0125,0.7625,0.125,8.00873375,2.83495,1.63009625,2.6932025,13
I,0.675,0.5,0.1625,2.664853,0.75126175,0.56699,0.850485,7
I,0.9375,0.725,0.2375,7.95203475,3.75630875,1.7293195,2.1262125,6
F,1.4875,1.1625,0.3875,29.937071999999997,13.437663,6.605433500000001,8.0796075,11
M,1.525,1.2125,0.4,27.03124825,10.73028575,5.6982495,8.6465975,12
F,1.6875,1.3125,0.4625,46.05376275,23.17571625,10.02154825,11.481547500000001,10
M,1.525,1.2,0.4125,35.59279725,14.74174,6.81805475,10.602713,9
F,1.4125,1.0375,0.4,23.00561925,8.77417025,4.12485225,6.80388,11
M,1.3125,1.0125,0.35,24.11124975,8.845044,4.139027,8.9300925,15
F,1.2125,0.875,0.3,13.90542975,5.99591925,2.8632995,4.53592,9
M,1.4875,1.15,0.375,31.28367325,16.045817,6.463686,7.1157245,9
M,1.4375,1.1125,0.45,26.2232875,12.842323500000001,5.726599,6.23689,10
I,1.2,0.875,0.35,16.9813505,7.35669525,3.98310475,5.9533949999999995,8
M,1.425,1.1625,0.425,27.5273645,11.8784405,6.95980225,7.7961125,11
I,1.2875,0.975,0.3875,20.19901875,8.0796075,4.309124,5.10291,11
F,1.3875,1.1125,0.4375,27.8675585,10.78698475,6.36446275,9.4970825,12
M,1.5125,1.175,0.375,31.62386725,14.599992499999999,6.1518415,7.9095105,9
I,1.2625,0.9625,0.325,19.6462035,9.241937,3.3735904999999997,4.29494925,7
I,0.7,0.525,0.1875,3.38776525,1.587572,0.75126175,0.850485,6
M,1.3875,1.0875,0.3375,22.66542525,9.87980075,5.40057975,8.3631025,13
I,0.625,0.4875,0.175,2.721552,1.20485375,0.56699,0.7087375,6
I,0.75,0.55,0.2,3.4302894999999998,1.34660125,0.80796075,1.190679,6
M,1.375,1.0875,0.325,24.11124975,11.0846545,4.9044635,6.80388,9
M,1.5,1.1625,0.3875,29.48348,11.49572225,6.066793,8.50485,11
F,1.525,1.2375,0.3875,34.983283,17.95940825,5.443104,9.922325,9
M,0.8375,0.625,0.2125,4.80524025,1.97029025,1.247378,1.40330025,11
I,1.3,1.0375,0.325,19.74542675,9.07184,4.0539785,5.9533949999999995,8
M,1.4125,1.075,0.4,23.79940525,10.47514025,5.68407475,7.229122500000001,11
I,1.4,1.075,0.3625,25.3728025,10.78698475,5.00368675,6.23689,8
M,1.5125,1.1875,0.4125,28.02348075,10.9712565,6.30776375,8.15048125,9
M,1.1625,0.8625,0.275,13.53688625,6.520385,2.721552,3.40194,7
F,1.525,1.2,0.375,30.94347925,14.6566915,7.27164675,8.1930055,11
M,1.5625,1.225,0.45,33.820953499999995,12.9557215,6.95980225,10.61688775,11
F,1.325,1.0875,0.3375,22.4244545,10.16329575,4.3941725,5.10291,8
I,1.1,0.85,0.25,10.2908685,4.91863825,1.8427175,2.8632995,7
F,1.5,1.3125,0.375,38.6403685,17.8318355,8.15048125,9.63883,10
M,1.375,1.05,0.375,22.66542525,8.15048125,4.876114,5.6699,10
I,1.1375,0.8625,0.275,14.81261375,6.02426875,2.6081540000000003,3.9689300000000003,12
F,1.1,0.95,0.3125,13.48018725,5.96756975,2.9766974999999998,4.53592,14
M,1.4,1.125,0.4375,27.499015000000004,9.865625999999999,5.1312595000000005,8.9300925,19
F,1.6,1.25,0.475,37.15201975,15.762322,7.9662095,8.71747125,10
M,1.4625,1.15,0.3625,24.380570000000002,12.927372,4.989512,7.087375,9
F,1.7125,1.2875,0.425,44.395317,20.0997955,10.07824725,10.914557499999999,11
M,1.4375,1.125,0.3875,31.609692499999998,14.996885500000001,6.406987,7.654364999999999,10
M,1.425,1.0875,0.3375,25.287754,9.3836845,4.9328129999999994,9.4970825,14
M,1.6375,1.3,0.425,41.39027,16.0174675,9.015141,11.3398,18
M,1.5625,1.2,0.4375,31.18445,14.75591475,7.15824875,9.355335,11
M,1.4375,1.125,0.4125,27.37144225,14.118051000000001,6.5487345,6.9456275,10
F,1.5125,1.1875,0.4125,31.269498499999997,13.25339125,6.90310325,8.788345,9
F,1.45,1.1125,0.3625,25.51455,11.12717875,5.06038575,6.520385,8
M,1.2875,1.0,0.3375,18.10115575,8.164655999999999,4.5075705,4.9611625,8
F,1.5125,1.1875,0.375,29.937071999999997,13.9763035,6.917278,7.7961125,9
M,1.3375,1.05,0.375,24.81998725,12.47378,6.56290925,5.88252125,10
F,0.875,0.6875,0.225,5.59902625,2.11203775,1.17650425,1.9844650000000001,10
F,1.5125,1.2,0.4125,29.49765475,12.0485375,6.2085405,8.50485,10
M,1.35,1.0,0.3875,23.85610425,7.69688925,5.03203625,8.0796075,16
F,1.175,0.875,0.3375,15.12445825,6.76135575,3.75630875,4.1106775,9
M,1.6125,1.2375,0.4625,42.33997825,14.92601175,7.89533575,12.899022500000001,11
F,1.55,1.175,0.375,27.20134525,11.15552825,5.5281525,8.2497045,13
I,1.6375,1.2875,0.4375,43.21881275,14.458245000000002,9.6104805,13.069119500000001,15
F,1.4375,1.125,0.4,29.41260625,12.643877,6.56290925,8.3064035,9
F,1.5,1.225,0.4,31.51046925,12.9557215,7.78193775,8.221355,11
I,0.825,0.5875,0.1875,4.6209685,1.97029025,1.247378,1.2757275,6
F,1.175,0.9125,0.35,13.60776,5.9533949999999995,2.5231055000000002,4.6209685,9
I,1.2875,0.975,0.3125,15.71979775,7.399219500000001,3.04757125,4.7343665,7
M,1.2,0.925,0.3,15.91824425,6.293589,3.5720370000000004,4.252425,8
M,1.5625,1.2125,0.375,30.8159065,14.543293499999999,5.5848515,9.979024,9
I,1.0375,0.8125,0.2625,9.42620875,4.89028875,1.7293195,2.83495,7
M,1.4375,1.1,0.3375,27.555714000000002,12.85649825,4.86193925,7.229122500000001,9
F,1.5,1.1625,0.3875,31.19862475,11.35397475,9.5537815,9.922325,16
I,1.35,1.0125,0.35,19.97222275,9.468733,4.03980375,5.8683464999999995,9
F,1.2,0.95,0.3375,14.599992499999999,5.386405,3.7421339999999996,4.9611625,11
F,1.5625,1.2125,0.425,32.13415825,14.75591475,6.917278,8.6465975,9
M,1.525,1.1875,0.3875,32.205032,15.337079500000002,6.56290925,7.030676,13
M,1.3625,1.0375,0.375,23.246589999999998,13.08329425,3.6003865,6.180191000000001,8
M,1.3375,1.125,0.3875,22.97726975,8.94426725,4.86193925,6.80388,16
I,0.7625,0.575,0.175,3.7137845,1.247378,0.75126175,1.13398,6
M,1.25,0.9625,0.375,20.25571775,9.525432,4.280774500000001,5.10291,8
F,1.6,1.2625,0.4375,35.777069,16.612807,7.2858215,10.0640725,11
M,1.55,1.2,0.4375,34.558040500000004,15.989118,6.16601625,10.602713,11
I,1.0375,0.775,0.2375,9.4970825,4.2240755,1.7293195,2.6932025,6
I,0.9375,0.7,0.225,7.55514175,3.13261975,1.6726205,2.19708625,7
I,0.7375,0.55,0.1875,2.83495,1.2757275,0.623689,0.9922325000000001,6
M,1.5625,1.2125,0.475,38.48444625,16.51358375,7.767763,11.056305,13
I,1.3125,1.0,0.3375,18.7957185,8.788345,3.64291075,5.9533949999999995,9
M,1.425,1.1,0.3375,24.692414499999998,10.914557499999999,5.9817445,6.56290925,9
I,1.45,1.075,0.3875,26.26581175,11.481547500000001,4.23825025,7.7961125,17
F,1.3125,1.1,0.3625,22.566202,9.42620875,5.82582225,6.095142500000001,10
F,1.55,1.2125,0.3625,33.40988575,17.90270925,6.25106475,8.9300925,9
M,1.675,1.3125,0.4125,38.6403685,18.9091165,9.07184,11.509897,12
M,1.5625,1.1875,0.4,38.612019000000004,17.50581625,8.7599955,9.922325,14
F,1.4125,1.1625,0.375,26.09571475,10.64523725,5.811647499999999,7.229122500000001,12
M,0.6875,0.5125,0.2,2.8066005,1.0489315000000001,0.680388,0.850485,5
I,1.15,0.8875,0.3125,13.48018725,5.96756975,2.9766974999999998,4.53592,9
I,0.6375,0.475,0.175,2.721552,0.89300925,0.4252425,0.7087375,1
M,1.5875,1.2,0.4125,32.601925,16.3009625,7.540967,8.77417025,9
F,1.5875,1.2,0.475,38.0733785,14.21727425,8.03708325,11.3398,17
M,1.375,1.1,0.3375,22.75047375,9.85145125,4.86193925,6.3786375,14
M,1.4625,1.1625,0.3125,26.52095725,11.43902325,4.706017,7.37087,9
I,1.4125,1.1,0.4125,25.0326085,11.453198,5.76912325,7.229122500000001,9
I,0.9375,0.725,0.225,7.2858215,2.96252275,1.757669,2.1262125,8
F,1.625,1.3375,0.4375,38.9805625,17.0097,8.29222875,11.3398,10
M,1.475,1.1375,0.35,27.612413,11.12717875,6.7755304999999995,9.4970825,14
F,1.25,0.9375,0.3125,15.3937785,6.02426875,3.1467945,4.7910655,9
F,1.6625,1.3125,0.425,38.4702715,16.59863225,7.937860000000001,11.906789999999999,12
M,1.4375,1.1125,0.3125,27.130471500000002,13.19669225,6.5487345,7.229122500000001,10
M,1.2125,0.95,0.325,16.91047675,7.27164675,3.7704835,4.9611625,8
I,1.2625,0.9375,0.325,15.15280775,6.73300625,3.458639,4.252425,8
M,1.325,1.0625,0.3125,24.919210500000002,10.546014,5.3580555,7.087375,8
F,1.775,1.35,0.4625,46.42230625,21.0636785,10.04989775,14.0330025,14
F,1.275,1.0125,0.375,21.21960075,7.484267999999999,3.798833,8.0796075,13
M,1.2875,1.0,0.3125,27.073772499999997,9.6671795,7.18659825,7.37087,19
I,1.15,0.875,0.275,10.64523725,4.32329875,2.84912475,3.5436875,9
M,1.75,1.4125,0.4375,49.34230475,19.391057999999997,8.391452000000001,13.069119500000001,11
F,1.5625,1.2375,0.425,34.756487,17.5483405,7.27164675,9.752228,9
I,0.925,0.6875,0.225,6.95980225,2.6365035,1.14815475,1.8427175,6
M,1.1375,0.8875,0.3375,14.599992499999999,6.066793,3.10427025,3.9689300000000003,9
I,0.8375,0.6375,0.2,5.811647499999999,2.14038725,1.65844575,1.6442709999999998,8
F,1.6875,1.3375,0.4375,49.34230475,23.96950225,10.78698475,13.04077,10
I,0.95,0.6875,0.2375,8.7599955,3.2601925,1.587572,2.4097075,7
F,1.4,1.125,0.4625,26.32251075,8.561549000000001,5.11708475,7.5126175,17
F,1.3125,1.0,0.3375,24.28134675,11.481547500000001,5.10291,5.0462110000000004,8
M,1.1375,0.9125,0.2875,16.896302,5.65572525,3.64291075,5.2446575,8
M,1.6,1.25,0.475,37.74735925,16.20173925,7.484267999999999,11.906789999999999,10
M,1.4625,1.1375,0.3875,28.831441499999997,16.782904000000002,5.6699,7.5126175,10
I,0.8625,0.6375,0.2375,5.65572525,2.551455,1.1623295,1.5592225,5
F,1.5,1.2,0.4125,30.03629525,12.60135275,6.123492,9.922325,11
F,1.575,1.2375,0.5125,35.72037,12.82814875,7.81028725,11.509897,9
F,1.5625,1.2,0.475,36.27318525,16.3576615,8.2497045,10.914557499999999,15
M,1.425,1.125,0.3875,24.70658925,10.33339275,4.5075705,7.087375,13
I,0.9,0.675,0.225,6.36446275,2.31048425,1.23320325,1.8427175,8
F,1.2375,0.975,0.325,15.37960375,6.90310325,3.86970675,5.2446575,10
F,1.7625,1.3375,0.4375,57.16676675,26.988723999999998,9.17106325,13.28174075,12
M,1.425,1.0875,0.375,30.51823675,13.834556,7.29999625,8.50485,10
M,1.1125,0.85,0.2875,12.984071,4.5075705,2.42388225,5.10291,9
I,0.775,0.5625,0.1875,4.20990075,1.70097,0.80796075,1.2757275,6
F,1.35,1.05,0.3875,27.073772499999997,7.9095105,3.86970675,9.7805775,17
M,1.425,1.1,0.3125,24.84833675,10.98543125,4.72019175,7.7961125,9
I,1.175,0.925,0.3,13.33843975,5.23048275,2.99087225,4.3941725,10
I,1.0875,0.8125,0.2625,11.35397475,4.32329875,2.87747425,3.685435,10
F,0.825,0.625,0.2125,4.49339575,1.70097,0.97805775,1.2757275,6
I,1.2,0.925,0.2625,13.1258185,5.5848515,2.87747425,4.252425,7
M,1.4,1.1125,0.3375,22.55202725,11.481547500000001,4.7343665,5.783298,9
F,1.475,1.1,0.3,23.7285315,9.63883,4.6209685,6.87475375,16
I,1.0625,0.8125,0.275,8.17883075,3.69960975,2.0411639999999998,2.9766974999999998,7
M,1.4375,1.1375,0.3875,31.269498499999997,11.38232425,6.59125875,9.7805775,15
F,1.625,1.3125,0.4375,39.745999,13.6928085,9.08601475,13.1825175,18
I,1.375,1.05,0.325,18.937466,8.29222875,3.8838815,5.9250455,9
I,0.9875,0.725,0.25,7.3425205,3.92640575,2.0411639999999998,2.664853,7
F,1.7625,1.4125,0.4875,51.49686675,26.26581175,11.1980525,12.45960525,11
M,1.4875,1.1625,0.4125,28.831441499999997,12.899022500000001,7.24329725,7.7961125,10
F,1.575,1.2,0.3625,31.70891575,14.061352,6.13766675,8.1363065,9
I,0.7375,0.525,0.175,3.64291075,1.6159215,0.52446575,1.2757275,6
F,1.575,1.2625,0.4125,39.2640575,17.16562225,7.484267999999999,11.3398,13
M,1.475,1.1625,0.4125,31.609692499999998,14.64251675,7.7394134999999995,7.7961125,9
M,1.625,1.3125,0.4125,36.173962,16.5277585,8.66077225,10.489315,9
I,1.425,1.125,0.35,26.12406425,11.963489,4.9328129999999994,7.229122500000001,9
M,1.4,1.1125,0.425,26.138239000000002,9.56795625,5.99591925,9.922325,12
I,0.9875,0.75,0.2125,8.71747125,3.345241,1.7860185000000002,2.551455,7
I,1.325,1.0625,0.3125,20.3265915,9.015141,4.52174525,5.6699,9
M,1.325,1.0625,0.4,21.16290175,9.865625999999999,4.29494925,6.19436575,8
F,1.625,1.2625,0.475,41.8722115,18.852417499999998,8.5898985,9.05766525,11
M,1.7375,1.4,0.5375,49.526576500000004,20.638436,11.60912025,15.7906715,12
I,1.3125,1.1,0.3125,23.85610425,10.914557499999999,4.7910655,6.690482,8
I,0.95,0.7,0.2375,7.49844275,3.98310475,1.587572,2.551455,6
M,1.5125,1.175,0.475,29.97959625,12.85649825,7.44174375,8.0796075,11
I,1.0625,0.8125,0.2625,10.4609655,4.46504625,2.22543575,2.9766974999999998,7
F,1.325,1.0375,0.3625,21.9708625,7.087375,5.2446575,5.9533949999999995,8
M,1.2125,0.9875,0.3875,17.84601025,6.47786075,3.6003865,6.3786375,18
F,1.3,1.0375,0.3,19.66037825,8.91591775,3.9405805,5.10291,9
I,0.7,0.525,0.1625,2.721552,1.0489315000000001,0.6520385000000001,0.850485,6
M,0.8375,0.625,0.2,5.5848515,2.19708625,0.83631025,1.417475,5
F,1.775,1.4375,0.475,70.66112875,32.5168765,12.842323500000001,18.66814575,13
F,1.7375,1.375,0.45,47.95317925,21.2337755,10.70193625,12.2186345,11
F,1.125,0.8375,0.3125,12.6722265,4.7910655,2.50893075,4.53592,12
M,1.5125,1.25,0.45,32.33260475,13.56523575,6.16601625,10.0640725,10
I,1.2375,0.925,0.3375,17.44911725,8.17883075,3.95475525,4.819415,6
M,1.475,1.1875,0.375,26.54930675,11.679994,6.4920355,7.540967,9
M,1.5625,1.175,0.35,30.192217499999998,14.543293499999999,6.5487345,8.6465975,10
M,1.4375,1.125,0.4,28.64716975,15.0535845,6.67630725,7.087375,9
M,1.4,1.0875,0.425,26.2232875,10.77281,5.556502,7.654364999999999,9
M,1.4,1.125,0.4125,28.2077525,12.927372,6.7755304999999995,7.654364999999999,10
F,1.5625,1.2375,0.4625,41.91473575,17.1514475,8.561549000000001,11.3681495,20
I,1.175,0.8625,0.35,13.08329425,5.783298,3.2885419999999996,3.685435,8
I,0.4625,0.3375,0.1375,0.7654365,0.35436875,0.1417475,0.25514549999999997,4
I,0.7875,0.5875,0.2625,4.49339575,1.8710669999999998,1.077281,1.2757275,7
I,0.9,0.7375,0.225,6.8322294999999995,2.45223175,1.5025235000000001,2.45223175,7
M,1.3375,1.0875,0.3875,23.6151335,8.164655999999999,4.5075705,7.5126175,11
M,1.325,1.05,0.375,23.643483,10.21999475,5.85417175,5.783298,10
F,1.65,1.3375,0.425,39.2640575,18.01610725,8.37727725,10.77281,11
I,0.625,0.4375,0.1375,1.80019325,0.77961125,0.226796,0.56699,6
